"temperature","group","wood_production"
5.71876763831824,"unmanaged",58.1486468045031
19.513497161679,"unmanaged",67.0221098901899
23.0382193531841,"managed",95.8426986296728
14.1049620322883,"managed",89.7533407953681
10.0770396040753,"managed",88.7946604876596
5.94908096827567,"managed",65.108021784703
22.7931686909869,"unmanaged",95.9191316158434
16.3259466923773,"unmanaged",84.2403271843646
23.5587478615344,"managed",120.773032418164
10.0528264604509,"unmanaged",61.565574448049
12.6214961428195,"managed",76.945906535353
22.6959799043834,"managed",103.264590437806
20.4515228513628,"managed",94.1635115448437
23.5880867578089,"managed",103.244555106717
8.25672592502087,"managed",86.2280649681187
22.7052959008142,"managed",97.7764232871636
5.50935491919518,"unmanaged",49.9909481725761
11.9721875851974,"unmanaged",61.2673136231775
20.4083460988477,"managed",83.8649402061142
19.5240911049768,"managed",100.057555852592
5.13103892561048,"unmanaged",57.9713820560526
17.2653177380562,"unmanaged",60.9797011375881
6.96356403175741,"managed",72.8385422310916
14.8627603892237,"unmanaged",64.1211894074002
7.23009234759957,"managed",86.4380134783438
5.8900934830308,"managed",76.1697704419786
9.521443862468,"unmanaged",63.117028232096
22.6891588186845,"unmanaged",100.191912143696
9.83711111359298,"unmanaged",66.0995195862762
22.5573343411088,"unmanaged",98.5628041922854
21.101808915846,"unmanaged",75.3186992099776
16.3278313353658,"managed",90.6490632631981
13.7586800893769,"managed",78.8076040468969
18.1110691139475,"unmanaged",89.5401056871588
24.7826967341825,"managed",109.595449820377
12.8568479791284,"managed",76.3584476144913
10.2749905921519,"unmanaged",70.4472901540447
10.3232108429074,"unmanaged",71.7779818517717
15.90125950519,"managed",100.332082452053
18.0698568793014,"managed",91.8064829754531
18.1265757232904,"unmanaged",75.7934712835191
9.3064775923267,"unmanaged",61.28965247028
18.223689943552,"managed",95.8514913744093
5.98708637058735,"managed",69.2824171243294
22.0194446621463,"unmanaged",72.8245839649368
19.3946123495698,"unmanaged",88.6790341460793
19.1217334149405,"unmanaged",70.4661207675795
17.3999932361767,"managed",100.844374733568
23.1292792689055,"unmanaged",83.7638682215201
20.0461433269083,"unmanaged",90.5689931210241
10.8129858411849,"managed",83.5675176298764
14.53398370184,"managed",75.0336217963547
18.2534518605098,"managed",94.9299623515678
16.6265684692189,"managed",90.1049021103619
12.7910033194348,"unmanaged",69.5732269267639
14.6985723124817,"unmanaged",72.0870743885911
16.6140195634216,"managed",104.243863897009
19.5885354373604,"unmanaged",70.8490557691776
21.1913241446018,"unmanaged",85.2849854355238
6.70774134807289,"managed",72.8935660555331
12.1527032973245,"unmanaged",77.6473031351235
7.74569517932832,"managed",85.3938347067229
8.00301830749959,"unmanaged",45.4038726810029
22.8782673832029,"unmanaged",89.7565143702335
10.4702542861924,"managed",85.3245264995986
20.1818895852193,"unmanaged",65.0715161782399
15.5632610386238,"managed",81.7407687999244
12.3886669706553,"managed",92.7378666235972
23.7906815391034,"managed",99.3912741578051
24.1404636297375,"unmanaged",89.4928324825055
13.0419197119772,"managed",78.0112593487075
16.1775479791686,"managed",82.4639286428757
13.3349963417277,"managed",88.3064119607434
10.9608871443197,"managed",82.8726451325392
11.3408271875232,"managed",92.8158421112799
12.0516921812668,"unmanaged",80.6146186725317
13.8581170374528,"managed",85.1680913894968
16.5349936578423,"unmanaged",65.9017256538106
24.5757062826306,"managed",100.193769033685
19.1081723337993,"managed",86.7435446358097
17.4042226886377,"managed",98.8956242570101
14.8364703403786,"unmanaged",75.600497223829
12.2963871480897,"unmanaged",70.0712063060073
18.8187587494031,"unmanaged",95.0461106738816
14.2420464474708,"managed",108.681058971688
8.27519126236439,"unmanaged",51.173062225708
10.2648250991479,"unmanaged",73.2466579238596
11.871630018577,"managed",60.741199590948
6.65063456632197,"unmanaged",66.2203896309205
6.17296803742647,"managed",71.5007933710989
14.1577894706279,"managed",89.5146331343995
19.5250551356003,"unmanaged",67.0415218885582
21.1292051523924,"unmanaged",67.8150783454248
7.15431279502809,"unmanaged",59.5622400775236
7.66058758832514,"managed",74.1857533178234
24.2764965957031,"managed",90.8923851351001
22.0557073503733,"managed",99.2739087454513
22.2783165657893,"managed",111.033359338504
12.9296875698492,"managed",81.2922617113651
11.6624292870983,"unmanaged",63.1044622463755
13.6483412235975,"managed",81.2628807005807
17.6842508837581,"unmanaged",76.8393731017577
7.85973998252302,"unmanaged",50.0780606188077
8.41999797150493,"managed",76.7202577927236
7.4493002332747,"managed",77.7868297048513
9.37353227753192,"managed",71.6548918961992
19.2071162816137,"unmanaged",75.6264475358581
12.2361429827288,"unmanaged",70.0638457370105
18.3507136488333,"unmanaged",68.90694656578
9.06287769321352,"managed",79.9589416906948
23.6079195095226,"managed",106.974636297984
8.01985609345138,"unmanaged",70.7137483134976
11.1279124952853,"unmanaged",73.6573158028801
8.81778246257454,"managed",74.5538343757973
8.76325115561485,"managed",76.3370312632081
22.9541079187766,"managed",105.387998469142
11.3516650302336,"managed",84.5196060148953
12.0038480404764,"managed",88.2019518602432
24.3361077504233,"unmanaged",86.0312903505999
10.5465250601992,"managed",74.8419297185279
13.0895016295835,"managed",69.2721239852435
15.0969605194405,"managed",84.7918826877021
11.8128610681742,"managed",90.8006266055813
14.1239133710042,"managed",96.9049297485156
19.0633719880134,"unmanaged",75.7600289162624
18.2679578894749,"unmanaged",73.5573425914612
12.9813333367929,"managed",78.9808872168667
19.1157570760697,"unmanaged",58.1424830891401
11.3116363063455,"managed",81.7442121137473
8.61699435394257,"unmanaged",56.1598452961155
7.28173189330846,"unmanaged",63.131909213833
14.1605926584452,"managed",89.4667545761495
19.3433901155367,"managed",94.9677571627522
15.8240738650784,"unmanaged",73.3357889863252
5.35678282845765,"unmanaged",65.2140972366356
17.0648303348571,"managed",91.9576567109158
10.524313673377,"managed",75.2913483688704
24.8081216914579,"unmanaged",82.5680126683654
5.24286800064147,"unmanaged",59.5872839786108
11.1473387666047,"unmanaged",60.33641422361
