"temperature","snail_size"
28.7061332107987,20.5019147595888
15.5735522764735,24.4526709220511
12.9523255536333,26.3964805749515
13.2623983279336,32.077105144475
13.0537813610863,29.60129181731
17.4771438201424,34.2775241358334
29.7655008232687,22.1081836207496
13.7854388239793,27.759720255641
28.0661454098299,22.8177500862734
29.3561342312023,19.4684974333791
30.0731932767667,20.772246046415
19.5402798731811,26.9264672645545
16.8146299163345,28.1917753392789
13.2352205133066,30.9618757523057
27.2423642710783,20.5144839987677
15.7646026019938,30.4051752403343
21.1386957869399,33.2010156499711
19.2976281768642,28.7158661645249
14.1748384828679,32.4142349859032
28.7580555502791,20.5900168918563
34.1381235537119,24.579504920631
22.5122061814182,24.8821413870232
33.417500249343,17.8543781164251
26.573748429073,22.9789620754318
16.8561410123948,24.7980887702693
25.8668046817183,24.0711352175424
29.9616906407755,23.1806759767479
27.8513064980507,20.0990167067603
27.8100862831343,26.438626183623
28.2979527628049,25.9260804070571
19.3164860794786,27.0086955549742
11.8082701019011,32.6343986984189
17.054321054602,26.8903278307231
18.0122781626415,26.3747336362106
27.1565138618462,21.0921444930827
25.8967540657613,25.203123172744
33.9824310643598,19.1303166011306
30.5318772350438,19.0767282345629
11.321742561413,33.7189160341324
18.4105518937577,27.8711523957766
27.9044686781708,22.135797154584
33.4970016928855,18.9210208004801
23.2241684827022,25.313919614696
34.3753429909702,21.1552726859437
26.3382340979297,23.4024153458087
23.8767977012321,29.6383293934121
32.2728610155173,25.7099223366549
12.1071755792946,32.127800801586
24.6663943130989,27.6926467321681
20.6079296558164,29.0934668525857
24.5550477842335,27.0387330226993
23.904631981859,25.0768547141408
28.0070700240321,29.6153282266429
31.8618554470595,18.9234512582125
31.944309794344,21.5218505669677
32.9021084494889,20.0641006190161
11.9939455203712,33.7484663935242
34.5263471675571,19.0150435375073
17.9720756097231,30.8684264574854
15.1083113008644,28.6266216882448
13.0769995530136,31.1893112803816
26.1364689934999,22.6539591225425
17.5923288124613,21.6838008981264
24.8290932236705,29.448247788087
30.7393109216355,24.6327323340019
23.5830069426447,24.6924316550451
16.0157579777297,31.8886518668004
10.9748001757544,31.2821729259132
16.373458809685,30.2159635408127
13.7943589792121,29.3888344229631
28.3939185168128,22.8067826938044
29.1719197668135,24.9054798786371
30.6682406307664,18.1242025555386
33.2622476993129,16.7688253134357
19.3313174438663,26.9679813245581
10.5205042543821,28.5199648747471
31.9736637722235,19.5115361258951
13.1723678344861,34.3990601976725
19.0186972578522,27.6267442856587
20.7851385313552,30.3874081081337
27.0968171791174,25.2504908650948
27.0809818257112,21.3867299983578
14.0639639366418,32.4874361570923
26.253642749507,21.5709353529209
26.8678705929779,23.0016168037827
19.9664303765167,28.5812379052501
16.7889606056269,32.2873664951403
29.4874541717581,22.0583857187342
30.1228756341152,20.7892955878822
13.9673917577602,36.4178227059172
27.5037578912452,20.5665956989264
18.9041257859208,32.5412716776576
19.8029164946638,25.5128751611006
33.055004759226,21.9902182775003
29.4345885596704,18.9215824953476
15.9566595009528,30.7020058236254
13.6475424072705,32.6631526692101
10.3515809657983,28.1778016597628
29.646660995204,17.5076739892639
23.3281537739094,23.9783558539753
26.738547879504,31.1942261201661
18.9065945823677,28.1641089264537
20.6408652151003,25.0301427640381
25.2384427376091,25.875927072648
15.8268093911465,29.0782483500303
28.8352740602568,21.5658614726788
27.0403925993014,21.4452433462842
21.3246869354043,29.1873801486109
32.075114940526,22.055703264061
25.8878773800097,26.1790829186568
30.1506904326379,25.0849942907429
15.1269530318677,34.3370619586896
31.2172247585841,22.378517995556
25.6263668381143,23.0274514806821
16.143037538277,26.7800496416355
13.5524549952243,37.295202690277
31.3009639526717,18.7537508681355
14.0398981247563,28.5761922905351
34.1842668037862,19.0455242984613
17.8689595567994,33.0882579917611
32.8301385126542,17.0906288669646
13.319223242579,30.8886882417976
18.2562587864231,21.5501138711612
25.0685225788038,28.9750677024987
19.0515448304359,28.6203926798402
21.2522655457724,20.3246240190616
32.8259727708064,18.9100325745994
29.7640580299776,22.5882085006223
29.4794018636458,23.5166513635922
24.5002117438708,27.1346135071061
19.2943988798652,26.9865152465033
26.1932602757588,22.5306547743821
19.6051703556441,24.9072734877304
14.9279904167634,30.1198292177593
15.6371276907157,30.9811796983471
18.2084794470575,33.2373184032644
10.4378325829748,36.0336483004095
16.7304831696674,28.7772709414029
29.1806341754273,25.5103706354363
20.3212995512877,25.9843578573061
24.63176504476,25.0612725484005
28.1140215136111,24.4163292995972
31.8449438048992,20.3235840204756
27.0188582327683,20.1324249239
14.9684651137795,28.388292943761
17.6713943097275,25.5051450901474
34.3926768482197,18.9154520828713
12.3021754575893,29.3676231137033
16.0617912618909,34.0610096178226
12.0092637569178,34.0746515942741
