"rainfall","flower_production"
190.53460277617,194.969408512445
194.996266444214,140.667139072138
38.618695307523,28.8940088491238
125.444188760594,112.555307636845
105.897255553864,63.8698421953319
57.7410106407478,47.5932048590533
82.4970371462405,51.5735666944431
126.99587777257,90.2434354216247
128.733492153697,103.244047126078
161.821351763792,123.752422646273
171.067463348154,142.92853547597
63.3589376183227,35.3701512300998
191.843667721841,170.741267438314
128.793265162967,113.759955660129
181.185816545039,122.285429155973
148.812897794414,108.778795579046
155.576347680762,98.6019158601463
188.382982797921,155.103850389043
80.0309312390164,69.1207585309553
149.031461116392,157.80198907329
148.4286894463,128.546241612725
193.103919338901,166.777096632213
175.050529674627,162.693600651375
184.295495976694,144.895274855117
67.8033695276827,44.926695467688
68.933432570193,45.3310251771056
198.763820922468,153.666624597064
193.391041907016,165.269605996259
62.809049768839,41.0951421992397
154.396500778385,115.908354234059
78.8017503172159,51.9022311391688
190.429777523968,146.215067843278
33.7146970187314,1.82542179953673
95.1503474474885,89.1526683865888
155.63753801398,143.119398361251
184.840107848868,174.256197516352
31.4476027409546,26.053083287144
77.9451620439067,61.5276916661655
114.779137445148,122.233317628707
31.1938457866199,53.8451561018799
129.296486291569,105.54036185877
77.5827803974971,81.2360132293898
196.597910069395,157.86974010629
101.162427472882,69.3325494509398
142.225839628372,112.162931414942
168.840776972938,137.790395692846
126.07457956532,111.824501858915
177.238752692938,149.765846952724
41.4069725084119,41.9332318660098
103.47535912646,56.3918884886326
137.328490270302,146.873345361896
181.897871894762,148.86100204905
87.175663986709,78.7043627015412
117.750091822818,107.778912576095
198.080097723287,164.303161540239
68.5422657663003,62.5936675865981
78.9470532932319,77.9774261551604
64.4105860893615,49.2815915547716
153.62541298382,112.492332114982
103.656997375656,85.9377932630645
111.293846981134,113.689514150035
101.664663583506,54.9165028924665
73.2529396913014,68.7714826023948
145.236268662848,109.732877887673
53.0941317696124,47.2476451323544
176.267095075455,155.170608945885
38.7334511685185,48.9302935473334
71.4648395963013,47.0923828817351
188.240046817809,161.78021817159
31.2679224554449,26.1624340940568
162.692615878768,125.055492662924
179.543471087236,150.629613336262
62.1000400744379,40.0085434964103
129.482582889032,107.075727093996
80.0317139178514,87.72442626255
76.2902375985868,94.4393655035427
156.245286071207,134.152994913471
175.776733842213,128.947061749492
135.716832163744,127.882580215561
169.338092545513,157.957954909708
162.272777000908,103.93644465912
57.1558969793841,45.2609991771438
164.831971263047,108.370243095146
149.503019296099,123.482202764577
153.641129257157,134.829583197343
58.3042649854906,75.0519489432781
120.323639062699,117.081560640899
179.133873055689,119.340692685469
103.435222117696,60.8076049519354
87.4756177933887,57.0348796966769
182.927098560613,168.097091441989
113.767896322533,103.17078347647
66.4625809551217,81.2475161585961
171.348209462594,124.476314935199
105.940403069835,78.02279103959
125.94036253402,116.697264723374
187.107422950212,146.33687614356
147.180783841759,108.764554506576
172.909495017957,153.214024792931
129.166718821507,100.668620249502
171.592644171324,166.050404604586
145.709236566909,113.726299903052
190.949221802875,174.438585278388
122.058016769588,117.981367441318
151.22087794356,131.314533789066
192.438487329055,176.103857422582
113.418881804682,100.794030049805
75.416927728802,81.6861559873005
128.290569197852,98.9045677446351
181.675522471778,125.830052987952
122.578133731149,112.305556651225
174.984037042595,122.543304965003
130.151545265689,112.783321194452
132.625280490611,102.973029714566
47.1034711948596,46.6451814001099
38.2148325140588,8.39029435555504
165.033515060786,134.738098855906
133.419284143019,129.933026415538
36.7269347957335,40.0345343784545
181.871463945135,130.585876027203
